CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceLookup,CountryOccurrence.CountryOccurrenceSubfield.CountryOccurrenceName,CountryOccurrence.CountryOccurrenceSubfield.formerlyBred,CountryOccurrence.CountryOccurrenceSubfield.origin,CountryOccurrence.CountryOccurrenceSubfield.presence,CountryOccurrence.CountryOccurrenceSubfield.seasonality,assessment_id,internal_taxon_id,internal_taxon_name
PL,,,Native,Extant,Resident,228183943,59472,Ichthyosaura alpestris
SK,,,Native,Extant,Resident,228183943,59472,Ichthyosaura alpestris
GRB-OO,,,Introduced,Extant,Resident,228183943,59472,Ichthyosaura alpestris
NL,,,Native,Extant,Resident,228183943,59472,Ichthyosaura alpestris
YUG-SE,,,Native,Extant,Resident,228183943,59472,Ichthyosaura alpestris
SPA-SP,,,Native,Extant,Resident,228183943,59472,Ichthyosaura alpestris
RO,,,Native,Extant,Resident,228183943,59472,Ichthyosaura alpestris
RS,,,Native,Extant,Resident,228183943,59472,Ichthyosaura alpestris
GB,,,Introduced,Extant,Resident,228183943,59472,Ichthyosaura alpestris
UA,,,Native,Extant,Resident,228183943,59472,Ichthyosaura alpestris
PT,,,Native,Extant,Resident,228184459,79079411,Lissotriton boscai
POR-OO,,,Native,Extant,Resident,228184459,79079411,Lissotriton boscai
ES,,,Native,Extant,Resident,228184459,79079411,Lissotriton boscai
SPA-SP,,,Native,Extant,Resident,228184459,79079411,Lissotriton boscai
MK,,,Native,Extant,Resident,228184805,79077482,Lissotriton graecus
AL,,,Native,Extant,Resident,228184805,79077482,Lissotriton graecus
BA,,,Native,Extant,Resident,228184805,79077482,Lissotriton graecus
BG,,,Native,Extant,Resident,228184805,79077482,Lissotriton graecus
HR,,,Native,Extant,Resident,228184805,79077482,Lissotriton graecus
GR,,,Native,Extant,Resident,228184805,79077482,Lissotriton graecus
GRC-OO,,,Native,Extant,Resident,228184805,79077482,Lissotriton graecus
ME,,,Native,Extant,Resident,228184805,79077482,Lissotriton graecus
RS,,,Native,Extant,Resident,228184805,79077482,Lissotriton graecus
YUG-KO,,,Native,Extant,Resident,228184805,79077482,Lissotriton graecus
BE,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
CZ,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
GRB-OO,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
FR,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
FRA-FR,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
DE,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
LU,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
NL,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
PT,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
CH,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
GB,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
POR-OO,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
ES,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
SPA-SP,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
GG,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
IM,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
JE,,,Native,Extant,Resident,228185144,59475,Lissotriton helveticus
CZ,,,Native,Extant,Resident,228185921,59478,Lissotriton montandoni
DE,,,Introduced,Extant,Resident,228185921,59478,Lissotriton montandoni
PL,,,Native,Extant,Resident,228185921,59478,Lissotriton montandoni
RO,,,Native,Extant,Resident,228185921,59478,Lissotriton montandoni
SK,,,Native,Extant,Resident,228185921,59478,Lissotriton montandoni
UA,,,Native,Extant,Resident,228185921,59478,Lissotriton montandoni
UKR-UK,,,Native,Extant,Resident,228185921,59478,Lissotriton montandoni
AL,,,Native,Extant,Resident,228186498,172312067,Pelobates balcanicus
BG,,,Native,Extant,Resident,228186498,172312067,Pelobates balcanicus
GR,,,Native,Extant,Resident,228186498,172312067,Pelobates balcanicus
GRC-OO,,,Native,Extant,Resident,228186498,172312067,Pelobates balcanicus
MK,,,Native,Extant,Resident,228186498,172312067,Pelobates balcanicus
RO,,,Native,Extant,Resident,228186498,172312067,Pelobates balcanicus
RS,,,Native,Extant,Resident,228186498,172312067,Pelobates balcanicus
YUG-SE,,,Native,Extant,Resident,228186498,172312067,Pelobates balcanicus
TR,,,Native,Extant,Resident,228186498,172312067,Pelobates balcanicus
TUE-OO,,,Native,Extant,Resident,228186498,172312067,Pelobates balcanicus
FR,,,Native,Extant,Resident,228187495,58052,Pelobates cultripes
FRA-FR,,,Native,Extant,Resident,228187495,58052,Pelobates cultripes
GI,,,Native,Extinct Post-1500,Resident,228187495,58052,Pelobates cultripes
PT,,,Native,Extant,Resident,228187495,58052,Pelobates cultripes
POR-OO,,,Native,Extant,Resident,228187495,58052,Pelobates cultripes
ES,,,Native,Extant,Resident,228187495,58052,Pelobates cultripes
SPA-SP,,,Native,Extant,Resident,228187495,58052,Pelobates cultripes
BA,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
AT,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
RO,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
CH,,,Native,Extinct Post-1500,Resident,228187875,196236126,Pelobates fuscus
MD,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
LT,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
BY,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
BE,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
SI,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
IT,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
NL,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
SE,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
BG,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
HR,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
PL,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
UA,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
CZ,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
DK,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
EE,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
FR,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
SK,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
HU,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
LV,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
RS,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
RU,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
FRA-FR,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
ITA-IT,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
DE,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
YUG-SE,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
RU-EU,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
UKR-UK,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
RUC-OO,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
BLT-KA,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
RUW-OO,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
RUS-OO,,,Native,Extant,Resident,228187875,196236126,Pelobates fuscus
VA,,,Native,Presence Uncertain,Resident,229001009,55517,Hyla intermedia
IT,,,Native,Extant,Resident,229001009,55517,Hyla intermedia
ITA-IT,,,Native,Extant,Resident,229001009,55517,Hyla intermedia
SIC-SI,,,Native,Extant,Resident,229001009,55517,Hyla intermedia
SM,,,Native,Presence Uncertain,Resident,229001009,55517,Hyla intermedia
SI,,,Native,Extant,Resident,229001009,55517,Hyla intermedia
CH,,,Native,Extant,Resident,229001009,55517,Hyla intermedia
AL,,,Native,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
BG,,,Native,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
GR,,,Native,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
GRC-OO,,,Native,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
IT,,,Introduced,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
ITA-IT,,,Introduced,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
PL,,,Introduced,Presence Uncertain,Resident,229003815,58637,Pelophylax kurtmuelleri
SI,,,Introduced,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
FR,,,Introduced,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
ME,,,Native,Presence Uncertain,Resident,229003815,58637,Pelophylax kurtmuelleri
CH,,,Introduced,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
RU-EU,,,Introduced,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
FRA-FR,,,Introduced,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
EAI-OO,,,Native,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
BLT-KA,,,Origin Uncertain,Presence Uncertain,,229003815,58637,Pelophylax kurtmuelleri
HR,,,Introduced,Presence Uncertain,Resident,229003815,58637,Pelophylax kurtmuelleri
SAR-OO,,,Introduced,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
RU,,,Introduced,Extant,Resident,229003815,58637,Pelophylax kurtmuelleri
AL,,,Native,Extant,Resident,229005415,58605,Rana graeca
BA,,,Native,Extant,Resident,229005415,58605,Rana graeca
BG,,,Native,Extant,Resident,229005415,58605,Rana graeca
GR,,,Native,Extant,Resident,229005415,58605,Rana graeca
GRC-OO,,,Native,Extant,Resident,229005415,58605,Rana graeca
MK,,,Native,Extant,Resident,229005415,58605,Rana graeca
ME,,,Native,Extant,Resident,229005415,58605,Rana graeca
RS,,,Native,Extant,Resident,229005415,58605,Rana graeca
YUG-KO,,,Native,Extant,Resident,229005415,58605,Rana graeca
YUG-SE,,,Native,Extant,Resident,229005415,58605,Rana graeca
HR,,,Native,Possibly Extant,Resident,229005415,58605,Rana graeca
TR,,,Native,Possibly Extant,Resident,229005415,58605,Rana graeca
TUE-OO,,,Native,Possibly Extant,Resident,229005415,58605,Rana graeca
AD,,,Native,Extant,Resident,229005750,59448,Calotriton asper
FR,,,Native,Extant,Resident,229005750,59448,Calotriton asper
FRA-FR,,,Native,Extant,Resident,229005750,59448,Calotriton asper
ES,,,Native,Extant,Resident,229005750,59448,Calotriton asper
SPA-SP,,,Native,Extant,Resident,229005750,59448,Calotriton asper
DE,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
BE,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
AT,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
BA,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
BY,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
MD,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
IE,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
LV,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
RS,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
PL,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
SI,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
BG,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
CH,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
GB,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
ME,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
RU,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
IRE-NI,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
HR,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
CZ,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
SK,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
NO,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
YUG-SE,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
LU,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
DK,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
EE,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
FI,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
FR,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
NL,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
FRA-FR,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
MK,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
RO,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
LT,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
SE,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
RU-EU,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
HU,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
IT,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
ITA-IT,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
GRB-OO,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
UA,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
GR,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
GRC-OO,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
TR,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
TUE-OO,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
RUE-OO,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
UKR-UK,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
AL,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
IM,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
JE,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
YUG-KO,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
RUW-OO,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
RUS-OO,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
RUC-OO,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
BLT-KA,,,Native,Extant,Resident,229006372,79078647,Lissotriton vulgaris
ES,,,Native,Extant,Resident,89696462,136131,Calotriton arnoldi
SPA-SP,,,Native,Extant,Resident,89696462,136131,Calotriton arnoldi
FR,,,Native,Extant,Resident,89699123,19845,Salamandra lanzai
IT,,,Native,Extant,Resident,89699123,19845,Salamandra lanzai
FRA-FR,,,Native,Extant,Resident,89699123,19845,Salamandra lanzai
ITA-IT,,,Native,Extant,Resident,89699123,19845,Salamandra lanzai
IT,,,Native,Extant,Resident,89706481,136135,Salamandrina perspicillata
ITA-IT,,,Native,Extant,Resident,89706481,136135,Salamandrina perspicillata
FR,,,Native,Extant,Resident,218083218,173111497,Pelodytes punctatus
FRA-FR,,,Native,Extant,Resident,218083218,173111497,Pelodytes punctatus
IT,,,Native,Extant,Resident,218083218,173111497,Pelodytes punctatus
ITA-IT,,,Native,Extant,Resident,218083218,173111497,Pelodytes punctatus
ES,,,Native,Extant,Resident,218083218,173111497,Pelodytes punctatus
SPA-SP,,,Native,Extant,Resident,218083218,173111497,Pelodytes punctatus
GRC-OO,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
BA,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
AL,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
ME,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
TUE-OO,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
YUG-SE,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
HU,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
PT,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
UKR-UK,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
SK,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
AD,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
AT,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
BE,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
ITA-IT,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
GR,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
YUG-KO,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
RO,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
ES,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
CH,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
IT,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
BG,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
NL,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
HR,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
UA,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
CZ,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
FR,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
PL,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
SPA-SP,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
LI,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
LU,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
SI,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
SM,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
RS,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
MK,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
FRA-FR,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
DE,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
TUR-OO,,,Native,Presence Uncertain,Resident,219148292,59467,Salamandra salamandra
POR-OO,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
TR,,,Native,Extant,Resident,219148292,59467,Salamandra salamandra
FR,,,Native,Extant,Resident,219150517,59477,Triturus marmoratus
FRA-FR,,,Native,Extant,Resident,219150517,59477,Triturus marmoratus
IT,,,Introduced,Possibly Extinct,Resident,219150517,59477,Triturus marmoratus
ITA-IT,,,Introduced,Possibly Extinct,Resident,219150517,59477,Triturus marmoratus
PT,,,Native,Extant,Resident,219150517,59477,Triturus marmoratus
POR-OO,,,Native,Extant,Resident,219150517,59477,Triturus marmoratus
ES,,,Native,Extant,Resident,219150517,59477,Triturus marmoratus
SPA-SP,,,Native,Extant,Resident,219150517,59477,Triturus marmoratus
FR,,,Introduced,Extant,Resident,264468745,214696589,Triturus carnifex
AT,,,Native,Extant,Resident,264468745,214696589,Triturus carnifex
BA,,,Native,Extant,Resident,264468745,214696589,Triturus carnifex
HR,,,Native,Extant,Resident,264468745,214696589,Triturus carnifex
GB,,,Introduced,Extant,Resident,264468745,214696589,Triturus carnifex
CZ,,,Native,Extant,Resident,264468745,214696589,Triturus carnifex
PT,,,Introduced,Extant,Resident,264468745,214696589,Triturus carnifex
SI,,,Native,Extant,Resident,264468745,214696589,Triturus carnifex
FRA-FR,,,Introduced,Extant,Resident,264468745,214696589,Triturus carnifex
DE,,,Native,Extant,Resident,264468745,214696589,Triturus carnifex
HU,,,Native,Extant,Resident,264468745,214696589,Triturus carnifex
IT,,,Native,Extant,Resident,264468745,214696589,Triturus carnifex
ITA-IT,,,Native,Extant,Resident,264468745,214696589,Triturus carnifex
GRB-OO,,,Introduced,Extant,Resident,264468745,214696589,Triturus carnifex
CH,,,Native,Extant,Resident,264468745,214696589,Triturus carnifex
AZO-OO,,,Introduced,Extant,Resident,264468745,214696589,Triturus carnifex
NL,,,Introduced,Extant,Resident,264468745,214696589,Triturus carnifex
FR,,,Native,Extant,Resident,265122877,59405,Speleomantes strinatii
FRA-FR,,,Native,Extant,Resident,265122877,59405,Speleomantes strinatii
IT,,,Native,Extant,Resident,265122877,59405,Speleomantes strinatii
ITA-IT,,,Native,Extant,Resident,265122877,59405,Speleomantes strinatii
IT,,,Native,Extant,Resident,265124975,20458,Speleomantes italicus
ITA-IT,,,Native,Extant,Resident,265124975,20458,Speleomantes italicus
IT,,,Native,Extant,Resident,265126221,20454,Speleomantes ambrosii
ITA-IT,,,Native,Extant,Resident,265126221,20454,Speleomantes ambrosii
